name;brand;pvp;description;image
AJ-SIDECOVER-LAN-W;AJAX;6.88;Tapa lateral para enchufe Ethernet - Compatible con AJ-OUTLETCORE-LAN-W - Requiere marco AJ-FRAME - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-LAN-W/AJ-SIDECOVER-LAN-W.png
AJ-SIDECOVER-OLI;AJAX;13.08;Tapa lateral para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color oliva;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-OLI/AJ-SIDECOVER-OLI.png
AJ-SIDECOVER-OYS;AJAX;13.08;Tapa lateral para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color ostra;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-OYS/AJ-SIDECOVER-OYS.png
AJ-SIDECOVER-SMART-B;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-B/AJ-SIDECOVER-SMART-B.png
AJ-SIDECOVER-SMART-FOG;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color niebla;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-FOG/AJ-SIDECOVER-SMART-FOG.png
AJ-SIDECOVER-SMART-GRA;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color grafito;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-GRA/AJ-SIDECOVER-SMART-GRA.png
AJ-SIDECOVER-SMART-GRE;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color gris;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-GRE/AJ-SIDECOVER-SMART-GRE.png
AJ-SIDECOVER-SMART-IVO;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color marfil;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-IVO/AJ-SIDECOVER-SMART-IVO.png
AJ-SIDECOVER-SMART-OLI;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color oliva;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-OLI/AJ-SIDECOVER-SMART-OLI.png
AJ-SIDECOVER-SMART-OYS;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color ostra;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-OYS/AJ-SIDECOVER-SMART-OYS.png
AJ-SIDECOVER-SMART-W;AJAX;22.38;Tapa lateral para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-SMART-W/AJ-SIDECOVER-SMART-W.png
AJ-SIDECOVER-W;AJAX;13.08;Tapa lateral para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIDECOVER-W/AJ-SIDECOVER-W.png
AJ-SIM;AJAX;0;Tarjeta SIM Ajax - GlobalSIM Multioperador - 2G/3G/4G (LTE) - Tarifa plana de datos - Compatible únicamente con paneles Ajax Hub - Selección automática de la red más potente;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIM/AJ-SIM.png
AJ-SIMSLOT;AJAX;6;Ranura SIM - Compatible con: AJ-HUB-W/B, AJ-HUBPLUS-W/B - AJ-HUB2-W/B, AJ-HUB2PLUS-W/B;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SIMSLOT/AJ-SIMSLOT.png
AJ-SMALLMAGNET-B;AJAX;5.94;Imán pequeño - AJ-DOORPROTECT-B y AJ-DOORPROTECTPLUS-B - Instalación sencilla - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SMALLMAGNET-B/AJ-SMALLMAGNET-B.png
AJ-SOCKET-B;AJAX;94.76;Enchufe inteligente con control remoto - Inalámbrico 868 MHz Jeweller - Antena interna alcance 1000 m - 230 VAC 50 Hz / Hasta 2.5 kW (11 A) - Medidor de consumo - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOCKET-B/AJ-SOCKET-B.png
AJ-SOCKET-G-W;AJAX;87.3;Enchufe inteligente tipo G con control remoto - Inalámbrico 868 MHz Jeweller - Antena interna alcance 1100 m - 230 VAC 50 Hz / Hasta 3 kW (13 A) - Medidor de consumo - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOCKET-G-W/AJ-SOCKET-G-W.png
AJ-SOCKET-W;AJAX;94.76;Enchufe inteligente con control remoto - Inalámbrico 868 MHz Jeweller - Antena interna alcance 1000 m - 230 VAC 50 Hz / Hasta 2.5 kW (11 A) - Medidor de consumo - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOCKET-W/AJ-SOCKET-W.png
AJ-SOLOBUTTON-1G2W-B;AJAX;12.18;Panel táctil para un interruptor de luz - Compatible AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color negro - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-B/AJ-SOLOBUTTON-1G2W-B.png
AJ-SOLOBUTTON-1G2W-FOG;AJAX;12.18;Panel táctil para un interruptor de luz - Compatible AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color niebla - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-FOG/AJ-SOLOBUTTON-1G2W-FOG.png
AJ-SOLOBUTTON-1G2W-GRA;AJAX;12.18;Panel táctil para un interruptor de luz - Compatible AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color grafito - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-GRA/AJ-SOLOBUTTON-1G2W-GRA.png
AJ-SOLOBUTTON-1G2W-GRE;AJAX;12.18;Panel táctil para un interruptor de luz - Compatible AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color gris - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-GRE/AJ-SOLOBUTTON-1G2W-GRE.png
AJ-SOLOBUTTON-1G2W-IVO;AJAX;12.18;Panel táctil para un interruptor de luz - Compatible AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color marfil - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-IVO/AJ-SOLOBUTTON-1G2W-IVO.png
AJ-SOLOBUTTON-1G2W-OLI;AJAX;12.18;Panel táctil para un interruptor de luz - Compatible AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color oliva - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-OLI/AJ-SOLOBUTTON-1G2W-OLI.png
AJ-SOLOBUTTON-1G2W-OYS;AJAX;12.18;Panel táctil para un interruptor de luz - Compatible AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color ostra - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-OYS/AJ-SOLOBUTTON-1G2W-OYS.png
AJ-SOLOBUTTON-1G2W-W;AJAX;12.18;Panel táctil para interruptor de luz - Compatible con AJ-LIGHTCORE-1G / -2W - Retroiluminación LED - Panel táctil sin contacto - Color blanco - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-1G2W-W/AJ-SOLOBUTTON-1G2W-W.png
AJ-SOLOBUTTON-2G-B;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color negro - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-B/AJ-SOLOBUTTON-2G-B.png
AJ-SOLOBUTTON-2G-FOG;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color niebla - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-FOG/AJ-SOLOBUTTON-2G-FOG.png
AJ-SOLOBUTTON-2G-GRA;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color grafito - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-GRA/AJ-SOLOBUTTON-2G-GRA.png
AJ-SOLOBUTTON-2G-GRE;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color gris - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-GRE/AJ-SOLOBUTTON-2G-GRE.png
AJ-SOLOBUTTON-2G-IVO;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color marfil - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-IVO/AJ-SOLOBUTTON-2G-IVO.png
AJ-SOLOBUTTON-2G-OLI;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color oliva - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-OLI/AJ-SOLOBUTTON-2G-OLI.png
AJ-SOLOBUTTON-2G-OYS;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color ostra - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-OYS/AJ-SOLOBUTTON-2G-OYS.png
AJ-SOLOBUTTON-2G-W;AJAX;13.74;Panel táctil para interruptor de luz doble - Compatibilidad con AJ-LIGHTCORE-2G - Retroiluminación LED - Panel táctil sin contacto - Color blanco - Ajax - LightSwitch SoloButton;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-2G-W/AJ-SOLOBUTTON-2G-W.png
AJ-SOLOBUTTON-DIMMER-B;AJAX;48.78;Panel táctil para interruptor de luz regulable - Compatible con AJ-LIGHTCORE-DIMMER - Retroiluminación LED - Panel táctil sin contacto - Color negro - Ajax - LightSwitch SoloButton (Dimmer);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-DIMMER-B/AJ-SOLOBUTTON-DIMMER-B.png
AJ-SOLOBUTTON-DIMMER-W;AJAX;48.78;Panel táctil para interruptor de luz regulable - Compatible con AJ-LIGHTCORE-DIMMER - Retroiluminación LED - Panel táctil sin contacto - Color blanco - Ajax - LightSwitch SoloButton (Dimmer);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOBUTTON-DIMMER-W/AJ-SOLOBUTTON-DIMMER-W.png
AJ-SOLOCOVER-B;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-B/AJ-SOLOCOVER-B.png
AJ-SOLOCOVER-CP-W;AJAX;8.32;Tapa de la caja de montaje - Necesita AJ-COVERHOLDER-COVERPLATE - Combinable con interruptores y enchufes Ajax - Color blanco - Ajax - SoloCover (CP);https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-CP-W/AJ-SOLOCOVER-CP-W.png
AJ-SOLOCOVER-FOG;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color niebla;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-FOG/AJ-SOLOCOVER-FOG.png
AJ-SOLOCOVER-GRA;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color grafito;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-GRA/AJ-SOLOCOVER-GRA.png
AJ-SOLOCOVER-GRE;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color gris;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-GRE/AJ-SOLOCOVER-GRE.png
AJ-SOLOCOVER-IVO;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color marfil;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-IVO/AJ-SOLOCOVER-IVO.png
AJ-SOLOCOVER-LAN-B;AJAX;9.08;Tapa lateral para enchufe Ethernet - Compatible con AJ-OUTLETCORE-LAN-B - Incluye marco individual - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-LAN-B/AJ-SOLOCOVER-LAN-B.png
AJ-SOLOCOVER-LAN-W;AJAX;9.08;Tapa lateral para enchufe Ethernet - Compatible con AJ-OUTLETCORE-LAN-W - Incluye marco individual - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-LAN-W/AJ-SOLOCOVER-LAN-W.png
AJ-SOLOCOVER-OLI;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color oliva;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-OLI/AJ-SOLOCOVER-OLI.png
AJ-SOLOCOVER-OYS;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color ostra;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-OYS/AJ-SOLOCOVER-OYS.png
AJ-SOLOCOVER-SMART-B;AJAX;23.66;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-B/AJ-SOLOCOVER-SMART-B.png
AJ-SOLOCOVER-SMART-FOG;AJAX;23.66;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color niebla;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-FOG/AJ-SOLOCOVER-SMART-FOG.png
AJ-SOLOCOVER-SMART-GRA;AJAX;23.66;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color grafito;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-GRA/AJ-SOLOCOVER-SMART-GRA.png
AJ-SOLOCOVER-SMART-GRE;AJAX;23.66;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color gris;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-GRE/AJ-SOLOCOVER-SMART-GRE.png
AJ-SOLOCOVER-SMART-IVO;AJAX;23.66;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color marfil;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-IVO/AJ-SOLOCOVER-SMART-IVO.png
AJ-SOLOCOVER-SMART-OLI;AJAX;23.66;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color oliva;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-OLI/AJ-SOLOCOVER-SMART-OLI.png
AJ-SOLOCOVER-SMART-OYS;AJAX;22.96;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color ostra;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-OYS/AJ-SOLOCOVER-SMART-OYS.png
AJ-SOLOCOVER-SMART-W;AJAX;23.66;Tapa frontal para enchufe inteligente tipo F - Compatible con AJ-OUTLETCORE-SMART - Indicador LED sobre estado del enchufe y consumo - Botón táctil para control manual - Retroalimentación LED - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-SMART-W/AJ-SOLOCOVER-SMART-W.png
AJ-SOLOCOVER-W;AJAX;14.5;Tapa para enchufe básico tipo F - Compatible con AJ-OUTLETCORE-BASIC - Protección contra polvo, salpicaduras, objetos - Sin monitorizacion de consumo - Sin control remoto - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SOLOCOVER-W/AJ-SOLOCOVER-W.png
AJ-SPACECONTROL-B;AJAX;38.76;Mando a distancia - Grado 2 - Inalámbrico 868 MHz Jeweller - Armado, desarmado, parcial y pánico - Bidireccional - Alimentación 1 pila CR2032 3.0 V;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SPACECONTROL-B/AJ-SPACECONTROL-B.png
AJ-SPACECONTROL-B-DUMMY;AJAX;6;Carcasa para mando remoto - AJ-SPACECONTROL-B - Instalación sencilla - Plástico ABS - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SPACECONTROL-B-DUMMY/AJ-SPACECONTROL-B-DUMMY.png
AJ-SPACECONTROL-W;AJAX;38.76;Mando a distancia - Grado 2 - Bidireccional - Inalámbrico 868 MHz Jeweller - Armado, desarmado, parcial y pánico - Alimentación 1 pila CR2032 3.0 V;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SPACECONTROL-W/AJ-SPACECONTROL-W.png
AJ-SPACECONTROL-W-DUMMY;AJAX;6;Carcasa para mando remoto - AJ-SPACECONTROL-W - Instalación sencilla - Plástico ABS - Color blanco;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SPACECONTROL-W-DUMMY/AJ-SPACECONTROL-W-DUMMY.png
AJ-SPEAKERPHONE-B;AJAX;222.24;Módulo de voz inalámbrico - Inalámbrico 868 MHz Jeweller - Presión sonora máxima 103 dB - Alimentación 4 pilas CR123A 3.0 V - Optimización de voz con IA - Soporte con tornillo de fijación;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SPEAKERPHONE-B/AJ-SPEAKERPHONE-B.png
AJ-SPEAKERPHONE-W;AJAX;222.24;Módulo de voz inalámbrico - Inalámbrico 868 MHz Jeweller - Presión sonora máxima 103 dB - Alimentación 4 pilas CR123A 3.0 V - Optimización de voz con IA - Soporte con tornillo de fijación;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SPEAKERPHONE-W/AJ-SPEAKERPHONE-W.png
AJ-SPEAKERSS-B;AJAX;24;Altavoz para sirena exterior - AJ-STREETSIREN-W/B y AJ-STREETSIRENCUSTOM-W/B - Color negro;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-SPEAKERSS-B/AJ-SPEAKERSS-B.png
AJ-STARTERKIT-CAM-HDR-4G-W;AJAX;620;Kit de alarma profesional - Certificado Grado 2 - Comunicación Ethernet y dual SIM 4G (LTE) - Inalámbrico 868 MHz Jeweller y Wings - Ajax HUB 2, 1 PIRCAM HDR - 1 Contacto magnético y 1 mando;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STARTERKIT-CAM-HDR-4G-W/AJ-STARTERKIT-CAM-HDR-4G-W.png
AJ-STARTERKIT-CAM-HDR-W;AJAX;540.6;Kit de alarma profesional - Certificado Grado 2 - Comunicación Ethernet y dual SIM GPRS - Inalámbrico 868 MHz Jeweller y Wings - Ajax HUB 2, 1 PIRCAM HDR - 1 Contacto magnético y 1 mando;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STARTERKIT-CAM-HDR-W/AJ-STARTERKIT-CAM-HDR-W.png
AJ-STARTERKIT-CAM-MP-B;AJAX;558;Kit de alarma profesional - Certificado Grado 2 - Comunicación Ethernet y dual SIM GPRS - Inalámbrico 868 MHz Jeweller y Wings - Ajax Hub 2, 1 PIRCAM - 1 detector PIR y 1 mando;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STARTERKIT-CAM-MP-B/AJ-STARTERKIT-CAM-MP-B.png
AJ-STARTERKIT-CAM-MP-W;AJAX;558;Kit de alarma profesional - Certificado Grado 2 - Comunicación Ethernet y dual SIM GPRS - Inalámbrico 868 MHz Jeweller y Wings - Ajax Hub 2, 1 PIRCAM - 1 detector PIR y 1 mando;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STARTERKIT-CAM-MP-W/AJ-STARTERKIT-CAM-MP-W.png
AJ-STARTERKIT-CAM-W;AJAX;530;Kit de alarma profesional - Certificado Grado 2 - Comunicación Ethernet y dual SIM GPRS - Inalámbrico 868 MHz Jeweller y Wings - Ajax HUB 2, 1 PIRCAM - 1 Contacto magnético y 1 mando;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STARTERKIT-CAM-W/AJ-STARTERKIT-CAM-W.png
AJ-STARTERKITPLUS-CAM-HDR-W;AJAX;744.6;Kit de alarma profesional - Certificado Grado 2 - Comunicación Ethernet / Wi-Fi / dual SIM 4G - Inalámbrico 868 MHz Jeweller y Wings - Ajax HUB 2 Plus, 1 PIRCAM HDR - 1 Contacto magnético y 1 mando;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STARTERKITPLUS-CAM-HDR-W/AJ-STARTERKITPLUS-CAM-HDR-W.png
AJ-STORAGE-ECONOMY-30DAY;AJAX;0;Suscripción mensual para Ajax Cloud Storage - Plan Economy 30 Days - 1 Dispositivo - 30 días de almacenamiento de vídeo (1500 min) - Resolución de 1080p - 1 Foto por notificación - Compatible con las cámaras Ajax IndoorCam y de DoorBell;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STORAGE-ECONOMY-30DAY/AJ-STORAGE-ECONOMY-30DAY.png
AJ-STORAGE-ECONOMY-30DAY-4CAM;AJAX;0;Suscripción mensual para Ajax Cloud Storage - Plan Economy 30 Days - 4 Dispositivos - 30 días de almacenamiento de vídeo (1500 min) - Resolución de 1080p - 1 Foto por notificación - Compatible con las cámaras Ajax IndoorCam y de DoorBell;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STORAGE-ECONOMY-30DAY-4CAM/AJ-STORAGE-ECONOMY-30DAY-4CAM.png
AJ-STORAGE-ECONOMY-7DAY;AJAX;0;Suscripción mensual para Ajax Cloud Storage - Plan Economy 7 Days - 1 Dispositivo - 7 días de almacenamiento de vídeo (600 minutos) - Resolución de 1080p - 1 Foto por notificación - Compatible con las cámaras Ajax IndoorCam y de DoorBell;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STORAGE-ECONOMY-7DAY/AJ-STORAGE-ECONOMY-7DAY.png
AJ-STORAGE-ECONOMY-7DAY-4CAM;AJAX;0;Suscripción mensual para Ajax Cloud Storage - Plan Economy 7 Days - 1 Dispositivo - 7 días de almacenamiento de vídeo (600 minutos) - Resolución de 1080p - 1 Foto por notificación - Compatible con las cámaras Ajax IndoorCam y de DoorBell;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STORAGE-ECONOMY-7DAY-4CAM/AJ-STORAGE-ECONOMY-7DAY-4CAM.png
AJ-STORAGE-PREMIUM-30DAY;AJAX;0;Suscripción mensual para Ajax Cloud Storage - Plan Premium 30 Days - 1 Dispositivo - 30 días de almacenamiento de vídeo (1500 min) - Resolución 2K - 5 Fotos GIF por notificación - Compatible con las cámaras Ajax IndoorCam y de DoorBell;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STORAGE-PREMIUM-30DAY/AJ-STORAGE-PREMIUM-30DAY.png
AJ-STORAGE-PREMIUM-30DAY-4CAM;AJAX;0;Suscripción mensual para Ajax Cloud Storage - Plan Premium 30 Days - 4 Dispositivos - 30 días de almacenamiento de vídeo (1500 min) - Resolución 2K - 5 Fotos GIF por notificación - Compatible con las cámaras Ajax IndoorCam y de DoorBell;https://d1x12lhh8s9nlj.cloudfront.net/images/productos/products/AJ-STORAGE-PREMIUM-30DAY-4CAM/AJ-STORAGE-PREMIUM-30DAY-4CAM.png
